"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000001","レディース服","200000001","スーツ・ドレス・フォーマル","300000001","パーティードレス"
"100000001","レディース服","200000001","スーツ・ドレス・フォーマル","300000005","その他スーツ・ドレス"
"100000001","レディース服","200000002","ワンピース","300000006","シフォン・レースワンピ"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002943","壁時計"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002944","置き時計"
"100000009","車・バイク用品","200000078","電子系カー用品","300002945","レーダー探知機"
"100000017","家具・インテリア","200000603","テレビ台・事務用家具","300002946","テレビ台"
"120000002","寝具・ベッド・マットレス","200000131","布団","300002947","こたつ布団"
"100000049","下着・ソックス","200000505","パジャマ・ルームウェア","300000033","パジャマ"
"100000001","レディース服","200000009","パンツ・レギンス","300000034","ロングパンツ"
"100000001","レディース服","200000010","デニム・ジーンズ","300000035","ブーツカットジーンズ"
"100000001","レディース服","200000010","デニム・ジーンズ","300000036","ショートパンツ"
"100000001","レディース服","200000010","デニム・ジーンズ","300000037","ストレートジーンズ"
"100000001","レディース服","200000010","デニム・ジーンズ","300000038","スキニージーンズ"
"100000001","レディース服","200000010","デニム・ジーンズ","300000039","クロップドジーンズ"
"100000001","レディース服","200000011","スカート","300000040","ミニスカート"
"100000002","メンズファッション","200000023","パンツ・ジーンズ","300000063","クロップドパンツ"
"100000002","メンズファッション","200000023","パンツ・ジーンズ","300000064","その他"
"100000002","メンズファッション","200000025","インナー・靴下","300000066","ボクサーパンツ"
"100000004","腕時計・ジュエリー","200000036","ピアス・イヤリング","300000095","プラチナ"
"100000004","腕時計・ジュエリー","200000037","ネックレス","300000096","プラチナ"
"100000004","腕時計・ジュエリー","200000038","ブレスレット・アンクレット","300000097","プラチナ"
"100000043","ファッション雑貨","200000050","ストール・マフラー","300000123","スカーフ"
"100000043","ファッション雑貨","200000051","ベルト","300000124","レディースベルト"
"100000043","ファッション雑貨","200000052","ヘアアクセサリー","300000125","ヘアピン"
"100000043","ファッション雑貨","200000052","ヘアアクセサリー","300000126","カチューシャ・ヘアバンド"
"100000043","ファッション雑貨","200000052","ヘアアクセサリー","300000127","その他ヘアアクセサリー"
"100000043","ファッション雑貨","200000053","眼鏡・サングラス","300000128","サングラス"
"100000043","ファッション雑貨","200000053","眼鏡・サングラス","300000129","眼鏡"
"100000043","ファッション雑貨","200000053","眼鏡・サングラス","300000130","その他眼鏡"
"100000006","コスメティック","200000054","スキンケア","300000131","クレンジング・洗顔"
"100000006","コスメティック","200000054","スキンケア","300000132","アイクリーム・ジェル"
"100000006","コスメティック","200000054","スキンケア","300000133","アイマスク"
"100000006","コスメティック","200000054","スキンケア","300000134","マスクパック・ピーリング"
"100000006","コスメティック","200000054","スキンケア","300000135","化粧水・ローション"
"100000006","コスメティック","200000054","スキンケア","300000136","乳液"
"100000006","コスメティック","200000054","スキンケア","300000137","美容液"
"100000006","コスメティック","200000054","スキンケア","300000139","モイスチャー・クリーム"
"100000006","コスメティック","200000054","スキンケア","300000140","セラム・エッセンス"
"100000006","コスメティック","200000054","スキンケア","300000141","その他"
"100000006","コスメティック","200000055","基礎化粧品","300000142","ファンデーション"
"100000006","コスメティック","200000055","基礎化粧品","300000143","BBクリーム"
"100000006","コスメティック","200000055","基礎化粧品","300000144","化粧下地"
"100000006","コスメティック","200000055","基礎化粧品","300000145","その他"
"100000006","コスメティック","200000056","メイクアップ","300000146","パウダー・パクト"
"100000006","コスメティック","200000056","メイクアップ","300000147","アイシャドウ"
"100000006","コスメティック","200000056","メイクアップ","300000148","アイライナー"
"100000006","コスメティック","200000056","メイクアップ","300000149","マスカラ"
"100000006","コスメティック","200000056","メイクアップ","300000150","口紅"
"100000006","コスメティック","200000056","メイクアップ","300000151","リップグロス"
"100000006","コスメティック","200000056","メイクアップ","300000152","リップバーム"
"100000006","コスメティック","200000056","メイクアップ","300000153","チーク"
"100000006","コスメティック","200000056","メイクアップ","300000154","その他メイクアップ"
"100000006","コスメティック","200000057","メイク道具","300000155","メイク道具"
"100000006","コスメティック","200000057","メイク道具","300000156","セット・キット"
"100000006","コスメティック","200000057","メイク道具","300000157","美容雑貨"
"100000050","香水･ブランドコスメ","200000058","香水","300000158","男性用"
"100000050","香水･ブランドコスメ","200000058","香水","300000159","女性用"
"100000050","香水･ブランドコスメ","200000058","香水","300000160","ユニセックス"
"100000050","香水･ブランドコスメ","200000058","香水","300000161","その他"
"100000006","コスメティック","200000059","男性用化粧品","300000162","シェービング"
"100000006","コスメティック","200000059","男性用化粧品","300000163","スキンケア"
"100000006","コスメティック","200000059","男性用化粧品","300000164","メイクアップ"
"100000006","コスメティック","200000059","男性用化粧品","300000165","その他"
"100000006","コスメティック","200000060","日焼け止め","300000166","日焼け止め"
"100000050","香水･ブランドコスメ","200000509","シャネル","300000167","シャネル"
"100000050","香水･ブランドコスメ","200000510","資生堂","300000170","資生堂"
"100000050","香水･ブランドコスメ","200000511","ランコム","300000173","LANCOME"
"100000050","香水･ブランドコスメ","200000512","クリニーク","300000175","Clinique"
"100000050","香水･ブランドコスメ","200000513","SK-II","300000178","SK-II"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000183","ブラシ・櫛"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000184","ヘアカラー"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000185","トリートメント"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000186","シャンプー"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000187","コンディショナー"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000188","ボディウォッシュ"
"100000007","ヘア・ボディ・ネイル","200000062","ヘアケア・シャワー","300000189","その他"
"100000023","ダイエット・美容・コンタクト","200000063","ダイエットグッズ","300000190","ダイエット器具"
"100000023","ダイエット・美容・コンタクト","200000063","ダイエットグッズ","300000192","ダイエットジェル・パッチ"
"100000023","ダイエット・美容・コンタクト","200000063","ダイエットグッズ","300000193","ダイエットウェア・サポーター"
"100000023","ダイエット・美容・コンタクト","200000063","ダイエットグッズ","300000194","ダイエット用品"
"100000007","ヘア・ボディ・ネイル","200000064","ハンドケア","300000195","ネイルケア"
"100000007","ヘア・ボディ・ネイル","200000064","ハンドケア","300000196","ハンドクリーム"
"100000007","ヘア・ボディ・ネイル","200000064","ハンドケア","300000197","その他"
"100000007","ヘア・ボディ・ネイル","200000065","ボディ・シェービング","300000198","シェーバー"
"100000007","ヘア・ボディ・ネイル","200000065","ボディ・シェービング","300000199","シェービングクリーム"
"100000007","ヘア・ボディ・ネイル","200000065","ボディ・シェービング","300000200","その他"
"100000007","ヘア・ボディ・ネイル","200000066","デオドラント","300000201","デオドラント"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000202","メンズスポーツシューズ"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000203","レディーススポーツシューズ"
"100000008","スポーツ","200000486","スポーツウェア","300000204","メンズスポーツウェア"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000205","スポーツバッグ"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000206","スポーツ用品"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000207","アクセサリー"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000209","スポーツグラス・ゴーグル"
"100000008","スポーツ","200000067","スポーツシューズ・雑貨","300000210","スポーツ帽子"
"100000008","スポーツ","200000486","スポーツウェア","300000211","レディーススポーツウェア"
"100000008","スポーツ","200000068","スポーツブランド","300000212","NIKE(ナイキ）"
"100000008","スポーツ","200000071","球技スポーツ","300000225","バレー・バスケットボール"
"100000008","スポーツ","200000071","球技スポーツ","300000226","ボウリング"
"100000008","スポーツ","200000071","球技スポーツ","300000227","その他球技スポーツ"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000228","テニス・バドミントン・卓球"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000229","陸上・ジョギング・マラソン"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000230","格闘技"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000231","ダンス・体操"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000232","ストリート系スポーツ"
"100000008","スポーツ","200000072","ラケット・陸上・格闘技","300000233","その他スポーツ"
"100000008","スポーツ","200000073","ゴルフ","300000234","ゴルフウエア・靴・バッグ"
"100000008","スポーツ","200000073","ゴルフ","300000235","ゴルフクラブ"
"100000008","スポーツ","200000073","ゴルフ","300000236","ゴルフ用品・小物"
"100000045","アウトドア","200000074","登山用品","300000237","登山ウェア"
"100000016","キッズファッション","200000129","雑貨・小物","300000448","子供用弁当箱･食器"
"100000016","キッズファッション","200000129","雑貨・小物","300000450","その他 キッズ小物"
"100000048","おもちゃ・知育","200000499","ブロック","300000451","ブロック"
"100000048","おもちゃ・知育","200000558","フィギュア","300000452","アニメ・コミック"
"100000048","おもちゃ・知育","200000549","ミニカー・電車・飛行機","300000453","ラジコン"
"100000048","おもちゃ・知育","200000557","ボードゲーム・カード","300000454","ボードゲーム"
"100000048","おもちゃ・知育","200000547","ぬいぐるみ･人形","300000455","動物ぬいぐるみ"
"100000048","おもちゃ・知育","200000552","パズル","300000456","ジグソーパズル"
"100000048","おもちゃ・知育","200000549","ミニカー・電車・飛行機","300000457","プラモデル・キット"
"100000048","おもちゃ・知育","200000555","知育玩具","300000458","楽器玩具"
"100000017","家具・インテリア","200000132","ソファ・椅子","300000472","ソファ"
"100000017","家具・インテリア","200000603","テレビ台・事務用家具","300000473","事務用家具"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000474","アンティーク"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000475","その他 インテリア"
"100000047","工具・ガーデン・産業用品","200000133","ガーデニング","300000476","ガーデニング"
"100000047","工具・ガーデン・産業用品","200000134","DIY","300000477","DIY木材・オーダーメイド"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000478","インテリア照明・ライト"
"100000047","工具・ガーデン・産業用品","200000134","DIY","300000479","セキュリティ・アラーム"
"100000047","工具・ガーデン・産業用品","200000134","DIY","300000480","工具・木工"
"100000047","工具・ガーデン・産業用品","200000134","DIY","300000481","その他 DIY"
"100000018","生活用品・雑貨","200000135","生活雑貨","300000482","収納・整理"
"100000018","生活用品・雑貨","200000135","生活雑貨","300000483","ハンガー・物干し"
"100000018","生活用品・雑貨","200000136","生活用品","300000496","ティッシュ・キッチンタオル"
"100000018","生活用品・雑貨","200000137","バス用品","300000497","シャンプー・リンス"
"100000018","生活用品・雑貨","200000137","バス用品","300000498","髭剃り"
"100000018","生活用品・雑貨","200000137","バス用品","300000499","タオル"
"100000018","生活用品・雑貨","200000137","バス用品","300000500","その他 お風呂用品"
"100000046","キッチン用品","200000494","調理用品","300000501","フライパン"
"100000046","キッチン用品","200000495","食器・カップ","300000502","食器"
"100000046","キッチン用品","200000495","食器・カップ","300000503","カップ・グラス"
"100000046","キッチン用品","200000496","キッチン雑貨","300000504","キッチン雑貨"
"100000046","キッチン用品","200000497","キッチン収納・保存容器","300000505","保存容器"
"100000018","生活用品・雑貨","200000139","デンタルケア","300000506","歯ブラシ"
"100000018","生活用品・雑貨","200000139","デンタルケア","300000507","ハミガキ"
"100000018","生活用品・雑貨","200000139","デンタルケア","300000508","その他 デンタルケア"
"100000023","ダイエット・美容・コンタクト","200000140","矯正・エクササイズ","300000509","矯正用品"
"100000023","ダイエット・美容・コンタクト","200000140","矯正・エクササイズ","300000510","マッサージ用品"
"100000023","ダイエット・美容・コンタクト","200000140","矯正・エクササイズ","300000511","エクササイズ"
"100000023","ダイエット・美容・コンタクト","200000140","矯正・エクササイズ","300000512","健康用品"
"100000023","ダイエット・美容・コンタクト","200000141","コンタクトレンズ","300000513","その他コンタクトレンズ"
"100000018","生活用品・雑貨","200000142","介護","300000514","入浴・トイレ用品"
"100000018","生活用品・雑貨","200000142","介護","300000515","介護用品"
"100000018","生活用品・雑貨","200000142","介護","300000516","その他 介護用品"
"100000018","生活用品・雑貨","200000144","衛生用品","300000518","生理ナプキン"
"100000018","生活用品・雑貨","200000144","衛生用品","300000519","身だしなみ用品"
"100000018","生活用品・雑貨","200000144","衛生用品","300000520","消毒・殺菌"
"100000018","生活用品・雑貨","200000144","衛生用品","300000521","マスク"
"100000018","生活用品・雑貨","200000144","衛生用品","300000522","コンドーム(避妊具)"
"100000018","生活用品・雑貨","200000144","衛生用品","300000523","その他 衛生用品"
"100000018","生活用品・雑貨","200000145","手芸・裁縫","300000524","手芸・裁縫"
"100000019","オフィス・文具","200000146","オフィス・文具","300000525","筆記具"
"100000019","オフィス・文具","200000146","オフィス・文具","300000526","ノート・紙類"
"100000019","オフィス・文具","200000146","オフィス・文具","300000527","手帳・ダイアリー"
"100000019","オフィス・文具","200000146","オフィス・文具","300000528","事務用品"
"100000019","オフィス・文具","200000146","オフィス・文具","300000529","印鑑・スタンプ"
"100000019","オフィス・文具","200000146","オフィス・文具","300000530","ファンシー"
"100000019","オフィス・文具","200000146","オフィス・文具","300000531","アルバム"
"100000019","オフィス・文具","200000146","オフィス・文具","300000532","その他"
"100000019","オフィス・文具","200000147","業務用品","300000533","業務用品"
"100000055","米・雑穀","200000616","その他米・雑穀","300000547","その他米・雑穀"
"100000020","食品","200000152","果物","300000548","その他果物"
"100000020","食品","200000153","肉・肉加工品","300000549","牛肉"
"100000020","食品","200000153","肉・肉加工品","300000550","豚肉"
"100000020","食品","200000153","肉・肉加工品","300000551","鶏肉"
"100000020","食品","200000153","肉・肉加工品","300000552","ハム・ソーセージ"
"100000020","食品","200000153","肉・肉加工品","300000553","その他肉類"
"100000020","食品","200000154","ラーメン・麺類","300000554","ラーメン"
"100000020","食品","200000154","ラーメン・麺類","300000555","うどん"
"100000020","食品","200000154","ラーメン・麺類","300000556","そば"
"100000020","食品","200000154","ラーメン・麺類","300000557","パスタ・マカロニ"
"100000020","食品","200000154","ラーメン・麺類","300000558","その他麺類"
"100000020","食品","200000155","惣菜・食材・おせち","300000559","和風料理・惣菜"
"100000020","食品","200000155","惣菜・食材・おせち","300000560","洋風料理・惣菜"
"100000020","食品","200000162","韓国食品","300000573","韓国乾物・穀物"
"100000020","食品","200000162","韓国食品","300000574","韓国麺類"
"100000020","食品","200000162","韓国食品","300000575","韓国調味料"
"100000020","食品","200000162","韓国食品","300000576","韓国加工品"
"100000020","食品","200000162","韓国食品","300000577","韓国惣菜"
"100000020","食品","200000162","韓国食品","300000578","韓国スープ"
"100000020","食品","200000162","韓国食品","300000579","韓国お菓子"
"100000020","食品","200000162","韓国食品","300000580","韓国飲み物"
"100000020","食品","200000162","韓国食品","300000581","韓国茶"
"100000020","食品","200000162","韓国食品","300000582","その他韓国食品"
"100000020","食品","200000155","惣菜・食材・おせち","300000583","その他惣菜・食材"
"100000021","水･ソフトドリンク･茶","200000164","ミネラルウォーター","300000584","国内名水"
"100000021","水･ソフトドリンク･茶","200000171","健康飲料","300000600","健康飲料"
"100000021","水･ソフトドリンク･茶","200000172","コーヒー・ココア","300000601","インスタントコーヒー"
"100000021","水･ソフトドリンク･茶","200000172","コーヒー・ココア","300000602","レギュラーコーヒー"
"100000021","水･ソフトドリンク･茶","200000172","コーヒー・ココア","300000603","ココア"
"100000021","水･ソフトドリンク･茶","200000172","コーヒー・ココア","300000604","セット・詰め合わせ"
"100000021","水･ソフトドリンク･茶","200000172","コーヒー・ココア","300000605","その他"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000606","大吟醸酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000607","吟醸酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000608","純米酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000609","純米大吟醸酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000610","純米吟醸酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000611","特別本醸造酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000612","本醸造酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000613","特別純米酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000614","古酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000615","にごり酒"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000616","セット"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000617","関連グッズ"
"100000022","お酒・ビール・ワイン","200000173","日本酒","300000618","その他 日本酒"
"100000022","お酒・ビール・ワイン","200000174","ビール","300000619","国産ビール"
"100000022","お酒・ビール・ワイン","200000174","ビール","300000620","輸入ビール"
"100000022","お酒・ビール・ワイン","200000174","ビール","300000621","その他"
"100000022","お酒・ビール・ワイン","200000175","焼酎","300000622","麦焼酎"
"100000022","お酒・ビール・ワイン","200000175","焼酎","300000623","芋焼酎"
"100000022","お酒・ビール・ワイン","200000175","焼酎","300000624","米焼酎"
"100000022","お酒・ビール・ワイン","200000175","焼酎","300000625","泡盛"
"100000022","お酒・ビール・ワイン","200000181","韓国酒・マッコリ","300000626","韓国焼酎"
"100000022","お酒・ビール・ワイン","200000175","焼酎","300000627","その他"
"100000022","お酒・ビール・ワイン","200000176","ワイン","300000628","赤ワイン"
"100000022","お酒・ビール・ワイン","200000176","ワイン","300000629","白ワイン"
"100000022","お酒・ビール・ワイン","200000176","ワイン","300000630","ロゼワイン"
"100000022","お酒・ビール・ワイン","200000176","ワイン","300000631","スパークリング、シャンパン"
"100000022","お酒・ビール・ワイン","200000180","洋酒","300000632","洋酒"
"100000022","お酒・ビール・ワイン","200000177","中国酒・アジア系","300000633","中国酒"
"100000022","お酒・ビール・ワイン","200000182","その他アルコール","300000634","その他"
"100000035","健康食品・サプリ","200000184","健康飲料","300000635","健康茶"
"100000035","健康食品・サプリ","200000184","健康飲料","300000636","その他健康飲料"
"100000035","健康食品・サプリ","200000184","健康飲料","300000637","栄養ドリンク"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300000638","高麗人参"
"100000035","健康食品・サプリ","200000563","スポーツ・ダイエットツサプリ","300002149","プロテイン配合"
"100000010","パソコン・ゲーム","200000369","インクカートリッジ・トナー","300002156","その他"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002157","スタンドライト"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002158","デスクライト"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002159","シーリングライト"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002160","ペンダントライト"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002161","シャンデリア"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002162","その他ライト・照明"
"100000003","バッグ・財布","200000045","キャリーバッグ","300002163","キャリーバッグ"
"100000003","バッグ・財布","200000046","財布・ポーチ","300002164","二つ折り財布"
"100000003","バッグ・財布","200000046","財布・ポーチ","300002165","コインケース"
"100000003","バッグ・財布","200000046","財布・ポーチ","300002166","その他財布"
"100000003","バッグ・財布","200000047","バッグ","300002167","クラッチバッグ"
"100000003","バッグ・財布","200000047","バッグ","300002169","リュック・デイパック"
"100000003","バッグ・財布","200000047","バッグ","300002170","ボストンバッグ"
"100000003","バッグ・財布","200000047","バッグ","300002171","エコバッグ"
"100000043","ファッション雑貨","200000371","帽子","300002176","耳あて・イヤーマフラー"
"100000043","ファッション雑貨","200000371","帽子","300002177","その他帽子"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002178","メンズカジュアルベルト"
"100000043","ファッション雑貨","200000051","ベルト","300002179","男女兼用"
"100000043","ファッション雑貨","200000052","ヘアアクセサリー","300002180","ヘアゴム・シュシュ"
"100000043","ファッション雑貨","200000546","ウィッグ・つけ毛","300002181","フルウィッグ"
"100000043","ファッション雑貨","200000053","眼鏡・サングラス","300002182","フレーム"
"100000001","レディース服","200000012","アウター・ジャケット・コート","300002186","ダウンジャケット"
"100000001","レディース服","200000012","アウター・ジャケット・コート","300002187","革・ライダース"
"100000001","レディース服","200000542","パーカー・トレーナー","300002188","トレーナー"
"100000001","レディース服","200000012","アウター・ジャケット・コート","300002189","トレンチ・テーラード・ツイード"
"100000001","レディース服","200000012","アウター・ジャケット・コート","300002190","ファー・毛皮"
"100000001","レディース服","200000004","Tシャツ・カットソー","300002191","七分袖"
"100000002","メンズファッション","200000374","トレーニング・アウトドア","300002206","トップス"
"100000002","メンズファッション","200000374","トレーニング・アウトドア","300002207","ボトムス"
"100000002","メンズファッション","200000374","トレーニング・アウトドア","300002208","その他"
"100000042","シューズ","200000375","スポーツシューズ","300002209","アウトドア"
"100000041","KPOP・韓流ドラマ","200000479","KPOP・韓流 CD・DVD","300002220","韓流ドラマ・映画OST"
"100000030","DVD・Blu-ray","200000408","洋画","300002226","アクション・アドベンチャー"
"100000030","DVD・Blu-ray","200000406","邦画","300002227","その他"
"100000030","DVD・Blu-ray","200000399","アジア映画","300002228","その他"
"100000030","DVD・Blu-ray","200000398","TVドラマ","300002229","外国のＴＶドラマ"
"100000030","DVD・Blu-ray","200000398","TVドラマ","300002230","日本のＴＶドラマ"
"100000041","KPOP・韓流ドラマ","200000479","KPOP・韓流 CD・DVD","300002231","韓流ドラマ・映画"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","300002232","その他"
"100000030","DVD・Blu-ray","200000402","趣味・教養・文化","300002236","趣味"
"100000030","DVD・Blu-ray","200000411","アダルト","300002238","アダルトアニメ"
"100000010","パソコン・ゲーム","200000378","PCバッグ・ケース","300002239","PCバッグ・ケース"
"100000011","キッチン・生活家電","200000095","生活家電","300002240","電子時計"
"100000016","キッズファッション","200000123","女の子ファッション","300002241","上下セット・トレーニングウエア"
"100000016","キッズファッション","200000123","女の子ファッション","300002242","フォーマルセット・ドレス"
"100000040","ペット用品","200000475","犬用品","300002816","しつけ用品"
"100000040","ペット用品","200000148","猫用品","300002817","ペットおもちゃ"
"100000040","ペット用品","200000475","犬用品","300002818","その他犬用品"
"100000040","ペット用品","200000148","猫用品","300002820","キャットフード"
"100000040","ペット用品","200000606","小動物・熱帯魚など","300002821","餌・おやつ"
"100000013","スマホケース・保護フィルム","200000589","その他スマホケース","300002822","Nexusケース"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300002823","iPhone"
"100000053","タブレット・ ノートPC","200000536","タブレットアクセサリー","300002824","iPad保護フィルム"
"100000053","タブレット・ ノートPC","200000536","タブレットアクセサリー","300002825","タブレット保護フィルム"
"100000052","スマホ本体・アクセサリー","200000592","スマホ用メモリ","300002827","microSDカード"
"100000052","スマホ本体・アクセサリー","200000477","スマホ用音楽グッズ","300002828","FMトランスミッター"
"100000052","スマホ本体・アクセサリー","200000477","スマホ用音楽グッズ","300002829","その他スマホ周辺機器"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002846","SKAGEN"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002847","TECHNOS"
"100000004","腕時計・ジュエリー","200000043","ブランド腕時計","300002848","Salvatore Marra"
"100000009","車・バイク用品","200000081","パーツ・工具","300002849","タイヤ"
"100000001","レディース服","200000538","オールインワン・セットアップ","300002850","サロペット"
"100000041","KPOP・韓流ドラマ","200000479","KPOP・韓流 CD・DVD","300002851","KPOP CD"
"100000041","KPOP・韓流ドラマ","200000479","KPOP・韓流 CD・DVD","300002852","KPOP DVD"
"100000041","KPOP・韓流ドラマ","200000480","KPOP 雑誌・写真集","300002853","KPOP 雑誌"
"100000041","KPOP・韓流ドラマ","200000480","KPOP 雑誌・写真集","300002854","KPOP 写真集"
"100000041","KPOP・韓流ドラマ","200000481","KPOP グッズ・その他","300002855","KPOP グッズ"
"100000041","KPOP・韓流ドラマ","200000481","KPOP グッズ・その他","300002856","KSTARスタイル"
"100000041","KPOP・韓流ドラマ","200000481","KPOP グッズ・その他","300002857","その他"
"100000009","車・バイク用品","200000078","電子系カー用品","300002858","テレビキット"
"100000001","レディース服","200000011","スカート","300002859","ミディアムスカート"
"100000008","スポーツ","200000486","スポーツウェア","300002872","レディーススポーツインナー"
"100000008","スポーツ","200000486","スポーツウェア","300002873","メンズスポーツインナー"
"100000045","アウトドア","200000487","キャンプ用品","300002874","キャンプウェア"
"100000045","アウトドア","200000487","キャンプ用品","300002875","テント"
"100000011","キッチン・生活家電","200000094","キッチン家電","300002876","ジューサー・ミキサー"
"100000011","キッチン・生活家電","200000094","キッチン家電","300002877","ホットプレート"
"100000011","キッチン・生活家電","200000095","生活家電","300002878","ドアホン・ドアロック"
"100000011","キッチン・生活家電","200000097","理美容家電","300002879","脱毛器"
"100000011","キッチン・生活家電","200000370","ライト・照明","300002880","電球・蛍光灯"
"100000011","キッチン・生活家電","200000098","健康家電","300002881","温水洗浄便座"
"100000012","テレビ・カメラ・オーディオ","200000099","カメラ","300002882","ミラーレス一眼カメラ"
"100000010","パソコン・ゲーム","200000089","記録メディア","300002883","外付けハードディスク"
"100000046","キッチン用品","200000495","食器・カップ","300002898","水筒･タンブラー"
"100000046","キッチン用品","200000497","キッチン収納・保存容器","300002899","キッチン収納"
"100000047","工具・ガーデン・産業用品","200000498","産業用品","300002900","産業用品"
"100000049","下着・ソックス","200000500","ブラジャー","300002901","ノンワイヤーブラ"
"100000049","下着・ソックス","200000500","ブラジャー","300002902","スポーツブラ"
"100000049","下着・ソックス","200000500","ブラジャー","300002903","ナイトブラ"
"100000049","下着・ソックス","200000500","ブラジャー","300002904","シリコンブラ"
"100000049","下着・ソックス","200000501","ショーツ","300002905","サニタリーショーツ"
"100000049","下着・ソックス","200000505","パジャマ・ルームウェア","300002908","ルームウェア"
"100000047","工具・ガーデン・産業用品","200000498","産業用品","300002911","エンジン・発電機"
"100000047","工具・ガーデン・産業用品","200000498","産業用品","300002912","切断機"
"100000047","工具・ガーデン・産業用品","200000498","産業用品","300002913","圧縮機"
"100000047","工具・ガーデン・産業用品","200000498","産業用品","300002914","溶接機"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300002916","自撮り棒"
"120000002","寝具・ベッド・マットレス","220000008","枕・ピロー","300002917","枕"
"120000002","寝具・ベッド・マットレス","220000006","毛布・ブランケット・タオルケット","300002918","毛布"
"120000002","寝具・ベッド・マットレス","220000007","布団カバー・シーツ・敷パッド","300002919","布団カバー"
"100000012","テレビ・カメラ・オーディオ","200000093","テレビ・レコーダー","300002920","ポータブルテレビ"
"100000012","テレビ・カメラ・オーディオ","200000093","テレビ・レコーダー","300002921","テレビ関連用品"
"100000012","テレビ・カメラ・オーディオ","200000093","テレビ・レコーダー","300002922","アンテナ・ケーブル"
"100000039","eチケット・サービス","200000471","WiFiレンタル","300002759","WiFiレンタル"
"100000001","レディース服","200000009","パンツ・レギンス","300002760","ショート・ハーフパンツ"
"100000001","レディース服","200000009","パンツ・レギンス","300002761","サルエル・カーゴパンツ"
"100000001","レディース服","200000009","パンツ・レギンス","300002762","クロップド・カプリパンツ"
"100000001","レディース服","200000009","パンツ・レギンス","300002763","その他パンツ"
"100000001","レディース服","200000011","スカート","300002764","ロングスカート"
"100000001","レディース服","200000011","スカート","300002765","キュロットスカート"
"100000001","レディース服","200000002","ワンピース","300002767","Tシャツワンピ"
"100000018","生活用品・雑貨","200000137","バス用品","300003038","洗顔・石鹸"
"100000052","スマホ本体・アクセサリー","200000478","スマホアクセサリー","300003039","ホールドリング"
"100000052","スマホ本体・アクセサリー","200000477","スマホ用音楽グッズ","300003040","ヘッドホン"
"100000052","スマホ本体・アクセサリー","200000477","スマホ用音楽グッズ","300003041","スピーカー"
"100000013","スマホケース・保護フィルム","200000591","保護フィルム","300003042","GALAXY"
